Name,Identity,Status,Gender,Alignment,Race,Height,Weight,EyeColor,HairColor,SkinColor,Publisher,Year,Appearances,FirstAppearance,AdditionalData
Ceyote,Secret,Living,Male,Good,,,,,Black,,Marvel,2000.0,1.0,2000-02-01,
Ch'ak,,Living,Male,Other,,,,Yellow,Bald,,Marvel,2004.0,,2004-06-01,
Ch'al Andar,Secret,Living,Male,Good,,,,Blue,Blond,,DC,1975.0,,1975-03-01,
Ch'od,Secret,Deceased,Male,Bad,,,,Black,Bald,,Marvel,1991.0,,1991-04-01,War Skrull
Ch'od,No Dual,Living,Male,Good,,,,Black,Bald,,Marvel,1977.0,,1977-04-01,
Ch'p,Secret,Deceased,Male,Good,,,,Brown,Brown,,DC,1982.0,,1982-01-01,
Ch'rith,Secret,Deceased,Female,Bad,,,,Green,Bald,,Marvel,2008.0,,2008-11-01,
Ch-Gra,Public,Living,Male,Bad,,,,Green,Bald,,Marvel,2008.0,1.0,2008-06-01,
Cha'rissa,,Living,Female,Other,,,,Red,Black,,DC,1999.0,,1999-12-01,
Cha'sa'dra,,Living,Female,Bad,,,,,Bald,,Marvel,1989.0,,1989-08-01,
Chad Barrow,,Deceased,Male,Bad,,,,,Brown,,Marvel,2005.0,1.0,2005-05-01,
Chad Graham,Secret,Deceased,Male,Bad,,,,,Blond,,DC,,13.0,,
Chad Solomon Kiyahani,Public,Living,Male,Good,,,,,Black,,DC,2003.0,3.0,2003-07-01,
Chadak,,Living,Male,Good,,,,,,,Marvel,1940.0,1.0,1940-07-01,
Chaga,No Dual,Living,Female,Good,,,,,Purple,,Marvel,1974.0,2.0,1974-04-01,
Chaim Lavon,Secret,Living,Male,Good,,,,Brown,Black,,DC,1982.0,9.0,1982-06-01,
Chain,Secret,Living,Male,Bad,,,,White,Black,,Marvel,2011.0,4.0,2011-07-01,Legion Personality
Chain Lightning,Secret,Living,Female,Bad,,,,Blue,Blond,,DC,1996.0,11.0,1996-04-01,
Chain Lightning,,Living,Female,Other,,,,,,,Marvel,2002.0,4.0,2002-02-01,Heroes Reborn
Chain Master,,Living,Male,Bad,,,,,,,DC,1982.0,2.0,1982-12-01,
Chainsaw,,Living,Male,Bad,,,,,Brown,,Marvel,1991.0,9.0,1991-01-01,
Chair,Public,Living,Male,Bad,,,,,,,DC,2010.0,2.0,2010-04-01,
Chaka,No Dual,Living,Male,Good,,,,,Brown,,Marvel,1939.0,6.0,1939-10-01,
Chakal,Public,Deceased,Male,Bad,,,,,Black,,DC,1979.0,4.0,1979-09-01,
Chakar,Public,Deceased,Male,Good,,,,White,,,Marvel,1985.0,2.0,1985-12-01,
Chakel,Public,Living,Other,Good,,,,,Black,,Marvel,,1.0,,
Chakra,Secret,Living,Female,Other,,,,Black,Black,,Marvel,1994.0,16.0,1994-10-01,
Challenger,,Living,Male,Bad,,,,,Bald,,Marvel,1976.0,3.0,1976-04-01,Demon
Chalo,Secret,Living,Male,Other,,,,,,,Marvel,1970.0,1.0,1970-06-01,
Chama Sierra,,Living,Male,Bad,,,,,,,DC,1995.0,3.0,1995-11-01,
Chamayra Ortega,Public,Deceased,Female,Good,,,,Brown,Brown,,Marvel,2004.0,10.0,2004-08-01,
Chamber,,,Male,Good,Mutant,175.0,63.0,Brown,Brown,,Marvel,,,,
Chameleon,Secret,Living,Male,Bad,,,,,White,,Marvel,1945.0,1.0,1945-12-01,Breese
Chameleon,Secret,Deceased,Male,Other,,,,Green,Bald,,Marvel,2009.0,2.0,2009-03-01,Artificial Mutant
Chan Liuchow,Public,Living,Male,Good,,,,,Black,,Marvel,1961.0,5.0,1961-10-01,
Chan-Dar,Public,Living,Female,Other,,,,Blue,Black,,Marvel,2007.0,2.0,2007-09-01,
Chance,Secret,Living,Female,Good,,,,Black,Black,,Marvel,1987.0,12.0,1987-04-01,Fallen Angels
Chance,Secret,Living,Male,Bad,,,,,Black,,DC,1983.0,2.0,1983-08-01,
Chance Walker,Public,Living,Male,Good,,,,,,,Marvel,1992.0,3.0,1992-05-01,
Chancellor Cassandra,,Living,Female,Bad,,,,Green,White,,Marvel,,1.0,,
Chancer,Secret,Living,Male,Bad,,,,,,,DC,1992.0,2.0,1992-12-01,
Chanda,Secret,Living,Male,Other,,,,Brown,Black,,Marvel,1993.0,1.0,1993-03-01,
Chanda Madan,Public,Living,Female,Other,,,,Black,Black,,DC,1998.0,12.0,1998-11-01,
Chandi,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1941.0,1.0,1941-05-01,
Chandi Gupta,Secret,Living,Female,Good,,,,Black,Black,,DC,1993.0,31.0,1993-02-01,
Chandra,Public,Living,Female,Good,,,,,Bald,,Marvel,2007.0,,2007-04-01,Centaurian
Chandra Ku,Secret,Living,Female,Good,,,,Black,Black,,Marvel,1980.0,11.0,1980-10-01,
Chandra O'Keefe,Public,Living,Female,Good,,,,,Black,,Marvel,1994.0,,1994-06-01,
Chandu,Secret,Living,Male,Bad,,,,,Black,,Marvel,1973.0,2.0,1973-12-01,
Chang,,Deceased,Male,Other,,,,,White,,Marvel,1989.0,4.0,1989-03-01,Landau Luckman and Lake
Chang Tzu,Secret,Living,Male,Bad,,,,Red,,,DC,2006.0,14.0,2006-06-01,
Changeling,Secret,Deceased,Male,Good,,180.0,81.0,Brown,Black,,Marvel,1967.0,36.0,1967-08-01,
Changers,Secret,Living,Other,Bad,,,,,Bald,,Marvel,1971.0,1.0,1971-05-01,
Chango,Secret,Living,Male,Good,,,,,Black,,Marvel,2005.0,4.0,2005-10-01,Santerians
Chanka Silver Deer,,Living,Female,Bad,,,,,Black,,DC,1984.0,4.0,1984-07-01,
Chantal Stone,Public,Living,Female,Other,,,,Brown,Black,,Marvel,1999.0,4.0,1999-01-01,
Chante Coles,,Living,Female,Good,,,,,Brown,,DC,2009.0,1.0,2009-06-01,
Chantinelle,Public,Living,Female,Other,,,,Brown,Brown,,DC,1991.0,9.0,1991-07-01,
Chao Sima,Secret,Living,Male,Bad,,,,,Black,,Marvel,1978.0,7.0,1978-02-01,
Chaon,,Living,Male,Bad,,,,,,,DC,1984.0,5.0,1984-11-01,
Chaos,,Living,Male,Bad,,,,,Bald,,Marvel,1979.0,3.0,1979-03-01,Eternal
Chaq,Public,Living,Male,Bad,,,,Red,,,DC,1992.0,2.0,1992-10-01,
Charasulla,,Living,Other,Bad,,,,,,,Marvel,1984.0,2.0,1984-11-01,
Charger,,Living,Male,Bad,,,,,,,DC,1987.0,2.0,1987-07-01,
Charioteer,,Living,Male,Bad,,,,,,,DC,1981.0,,1981-09-01,
Charis,Public,Living,Female,Bad,,,,Brown,Brown,,DC,2008.0,10.0,2008-01-01,
Charis-Nar,Secret,Living,Male,Good,,,,Black,,,DC,1981.0,63.0,1981-06-01,
Charity,Public,Living,Female,Good,,,,,,,DC,1972.0,21.0,1972-10-01,
Charity Bleak,Public,Living,Female,Other,,,,Black,Black,,DC,2005.0,2.0,2005-06-01,
Charlemagne,No Dual,Deceased,Female,Other,,,,Green,Auburn,,Marvel,1987.0,4.0,1987-02-01,
Charles Amundson,Secret,Living,Male,Other,,,,,Blond,,Marvel,1993.0,1.0,1993-01-01,
Charles Anderson,Public,Living,Male,Other,,,,,,,Marvel,1985.0,4.0,1985-09-01,
Charles Barnabus,Secret,Living,Male,Other,,,,Grey,Black,,Marvel,2001.0,,2001-12-01,
Charles Barton,Public,Living,Male,Other,,,,Blue,Red,,Marvel,1969.0,43.0,1969-05-01,
Charles Benton,Secret,Deceased,Male,Bad,,,,,Grey,,Marvel,1968.0,10.0,1968-06-01,
Charles Blackwater,Secret,Living,Male,Good,,,,,,,Marvel,1991.0,4.0,1991-10-01,
Charles Bohusk,,Living,Male,Good,,,,,,,Marvel,2005.0,1.0,2005-11-01,
Charles Brown,Secret,Deceased,Male,Bad,,,,Brown,Brown,,DC,1960.0,12.0,1960-08-01,
Charles Burlingame,Secret,Deceased,Male,Good,,,,Brown,Black,,Marvel,1998.0,41.0,1998-10-01,
Charles Chandler,Secret,Deceased,Male,Good,,,,Brown,,,Marvel,1977.0,25.0,1977-04-01,
Charles Chase,Public,Living,Male,Other,,,,,Grey,,DC,1984.0,2.0,1984-01-01,
Charles Chewatt,Public,Living,Male,Bad,,,,,Bald,,Marvel,1942.0,1.0,1942-11-01,
Charles Cotta,Secret,Living,Male,Good,,,,Hazel,Brown,,Marvel,2013.0,9.0,2013-05-01,
Charles Dalton,No Dual,Living,Male,Other,,,,Blue,Brown,,Marvel,,2.0,,
Charles Darwin,Public,Deceased,Male,Other,,,,,Grey,,Marvel,1996.0,6.0,1996-06-01,
Charles Davies,Public,Living,Male,Other,,,,,Black,,Marvel,2011.0,1.0,2011-08-01,
Charles Delazny Jr.,Secret,Deceased,Male,Other,,,,Brown,Brown,,Marvel,1977.0,15.0,1977-02-01,
Charles Delazny Sr.,,Living,Male,Other,,,,,Black,,Marvel,1977.0,4.0,1977-02-01,
Charles Dickles,Public,Living,Male,Good,,,,,,,DC,1941.0,96.0,1941-06-01,
Charles Edison,Secret,Living,Male,Other,,,,,Black,,Marvel,1989.0,3.0,1989-08-01,
Charles Elkin,,Living,Male,Other,,,,,Brown,,DC,1962.0,1.0,1962-03-01,
Charles English,,Living,Male,Bad,,,,,,,DC,2010.0,1.0,2010-03-01,
Charles Graham,Public,Living,Male,Good,,,,,,,DC,2003.0,3.0,2003-10-01,
Charles Gray,Public,Living,Male,Bad,,,,Brown,Brown,,Marvel,1969.0,3.0,1969-12-01,
Charles Graymalkin,Secret,Deceased,Male,Bad,,,,,Blond,,Marvel,2009.0,1.0,2009-01-01,
Charles Grayson,Public,Living,Male,Good,,,,Brown,Brown,,DC,1942.0,30.0,1942-04-01,
Charles Great Eagle,Public,Living,Male,Good,,,,Brown,Brown,,DC,1954.0,10.0,1954-09-01,
Charles Grey,Public,Deceased,Male,Bad,,,,Blue,Blond,,Marvel,1994.0,1.0,1994-01-01,
Charles Halstead,,Deceased,Male,Bad,,,,,,,DC,1945.0,8.0,1945-12-01,
Charles Huckle,,Living,Male,Other,,,,,Black,,Marvel,2002.0,,2002-11-01,
Charles I,Public,Living,Male,Bad,,,,,,,DC,2011.0,1.0,2011-02-01,
Charles J. Wentworth,Secret,Living,Male,Bad,,,,White,Bald,,Marvel,1961.0,1.0,1961-09-01,
Charles Lane,Secret,Deceased,Male,Good,,,,Blue,Black,,DC,1941.0,5.0,1941-05-01,
Charles Lane II,Secret,Living,Male,Bad,,,,,,,DC,2011.0,5.0,2011-01-01,
Charles Lassiter,No Dual,Living,Male,Other,,,,Brown,Brown,,Marvel,1990.0,2.0,1990-05-01,
Charles Last,Secret,Living,Male,Bad,,,,,Black,,Marvel,1986.0,7.0,1986-05-01,
Charles Lau,Public,Living,Male,Good,,,,,Black,,DC,2002.0,5.0,2002-03-01,
Charles LeJeune,Public,Deceased,Male,Good,,,,,Grey,,Marvel,1973.0,4.0,1973-09-01,
Charles Little Sky,Public,Living,Male,Good,,,,Brown,Black,,Marvel,1989.0,31.0,1989-06-01,
Charles Luc Phan,Secret,Living,Male,Good,,,,,Black,,Marvel,2006.0,1.0,2006-09-01,
Charles Manor,,Living,Other,Other,,,,,,,Marvel,1941.0,1.0,1941-03-01,
Charles McArthur,,Deceased,Male,Bad,,,,,,,Marvel,1941.0,1.0,1941-10-01,
Charles McNider,Secret,Deceased,Male,Other,,,,Blue,Blond,,DC,1941.0,361.0,1941-04-01,
Charles Melvin,,Living,Male,Other,,,,,,,DC,1973.0,2.0,1973-09-01,
Charles Moss,Secret,Living,Male,Good,,,,Blue,Brown,,Marvel,2002.0,12.0,2002-09-01,
Charles P. Irwin,Public,Living,Male,Other,,,,,Brown,,Marvel,1978.0,3.0,1978-10-01,
Charles Ralston,Secret,Living,Male,Other,,,,Brown,Black,,DC,1981.0,1.0,1981-11-01,Earth-One
Charles Rider,Public,Living,Male,Other,,,,,Brown,,Marvel,1976.0,34.0,1976-09-01,
Charles Rowland,Public,Living,Male,Good,,,,,Black,,DC,1991.0,8.0,1991-04-01,Vertigo Universe
Charles Shaddock,No Dual,Living,Male,Bad,,,,,Black,,Marvel,1992.0,6.0,1992-11-01,
Charles Snow,Public,Living,Male,Other,,,,,,,Marvel,1979.0,10.0,1979-03-01,
Charles Standish,Public,Living,Male,Other,,,,,,,Marvel,1999.0,1.0,1999-08-01,
Charles Stanton,Secret,Living,Male,Bad,,,,Brown,Black,,Marvel,1962.0,9.0,1962-10-01,
Charles Taine,Secret,Living,Male,Good,,,,Black,Black,,DC,1961.0,158.0,1961-05-01,Pre-Zero Hour
Charles Tane,,Deceased,Male,Other,,,,,Blond,,DC,1980.0,,1980-12-01,
Charles Ulysses,Secret,Deceased,Male,Bad,,,,,Brown,,Marvel,2010.0,9.0,2010-03-01,
Charles Vicker,Secret,Deceased,Male,Good,,,,Brown,Brown,,DC,1967.0,12.0,1967-09-01,
Charles Victor Szasz,Secret,Deceased,Male,Good,,,,Blue,Strawberry Blond,,DC,1967.0,128.0,1967-06-01,
Charles Weiderman,No Dual,Living,Male,Other,,,,Blue,Blond,,Marvel,2005.0,10.0,2005-02-01,
Charles Wylde,Public,Living,Male,Good,,,,,Brown,,DC,1993.0,20.0,1993-11-01,
Charles Xavier,Secret,Living,Male,Bad,,,,,Bald,,Marvel,2013.0,17.0,2013-01-01,Legion Personality
Charles Xavier,,Living,Male,Bad,,,,,,,Marvel,1977.0,5.0,1977-08-01,Entity
Charles Xavier,,Living,Male,Bad,,,,,,,Marvel,1990.0,5.0,1990-10-01,War Skrull
Charles Xavier,Secret,Living,Male,Bad,,,,,Bald,,Marvel,1976.0,,1976-06-01,X-Sentinel
Charles Xavier,,Living,Male,Bad,,,,,,,Marvel,1990.0,,1990-06-01,Masque's Doppelganger
Charles Xavier,,Living,Male,Other,,,,,,,Marvel,1992.0,,1992-06-01,Infinity War Doppelganger
Charles Xavier,Public,Deceased,Male,Good,,,,Blue,Bald,,Marvel,1963.0,1233.0,1963-09-01,
Charles Yameogo,,Living,Male,Good,,,,,,,Marvel,2006.0,1.0,2006-09-01,
"Charles, Prince of Wales",Public,Living,Male,Good,,,,,Grey,,Marvel,,2.0,,
Charleton Carter,Public,Living,Male,Other,,,,,Grey,,Marvel,1963.0,2.0,1963-12-01,
Charley Boswell,Public,Living,Male,Bad,,,,,Bald,,Marvel,1942.0,1.0,1942-01-01,
Charlie,,Living,Male,Bad,,,,,,,Marvel,1963.0,11.0,1963-07-01,Thief
Charlie,Public,Living,Male,Bad,,,,,Blond,,Marvel,1965.0,1.0,1965-11-01,Bully
Charlie,Public,Living,Male,Other,,,,,Blond,,Marvel,1965.0,2.0,1965-07-01,Pilot
Charlie,Public,Living,Male,Other,,,,Blue,,,Marvel,2007.0,2.0,2007-05-01,Prison Guard
Charlie,Public,Living,Male,Other,,,,,,,Marvel,1964.0,1.0,1964-01-01,Construction Worker
Charlie,,Living,Male,Other,,,,Brown,Brown,,Marvel,1964.0,1.0,1964-10-01,Watchman
Charlie,Public,Living,Male,Other,,,,,Brown,,Marvel,1980.0,1.0,1980-10-01,
Charlie,Public,Living,Male,Good,,,,,,,Marvel,1963.0,12.0,1963-05-01,NYPD
Charlie,Public,Living,Male,Good,,,,,Brown,,Marvel,1963.0,6.0,1963-11-01,Stark Enterprises
Charlie,Secret,Living,Male,Good,,,,,Red,,Marvel,1963.0,3.0,1963-03-01,Teen Brigade
Charlie America,,Living,Male,Bad,,,,,,,Marvel,2006.0,1.0,2006-12-01,
Charlie Carcrash,,Living,Male,Bad,,,,,Green,,Marvel,1985.0,2.0,1985-05-01,
Charlie Chainsaw,,Living,Male,Bad,,,,Brown,Brown,,Marvel,2009.0,6.0,2009-12-01,
Charlie Cluster-7,Secret,Living,Female,Good,,,,Blue,Black,,Marvel,2013.0,11.0,2013-02-01,Cluster
Charlie Cluster-7,Secret,Living,Male,Bad,,,,Blue,Black,,Marvel,2013.0,7.0,2013-02-01,Weapon XIII
Charlie Cluster-7,Secret,Living,Male,Other,,,,Blue,Black,,Marvel,2002.0,112.0,2002-08-01,
Charlie Pike,Public,Living,Male,Good,,,,,Bald,,Marvel,1995.0,1.0,1995-01-01,
Charlie Ronalds,Secret,Living,Male,Bad,,,,Red,Bald,,Marvel,1993.0,1.0,1993-05-01,
Charlie Siciliano,Public,Living,Male,Bad,,,,,Black,,Marvel,1986.0,3.0,1986-01-01,
Charlie Stokes,Public,Living,Male,Good,,,,,Black,,Marvel,2011.0,1.0,2011-07-01,
Charlie the Owl,Public,Living,Male,Good,,,,Amber,,,DC,1999.0,33.0,1999-02-01,
Charliehorse,Secret,Living,Male,Bad,,,,Black,Brown,,DC,2005.0,2.0,2005-11-01,
Charlotte Blackwood,,Living,Female,Good,,,,Brown,Brown,,DC,2010.0,2.0,2010-12-01,
Charlotte Gage-Radcliffe,Secret,Living,Female,Good,,,,Blue,Red,,DC,2006.0,36.0,2006-09-01,
Charlotte Hastert,No Dual,Living,Female,Good,,,,Green,Blond,,Marvel,,3.0,,
Charlotte Jones,Public,Living,Female,Good,,,,Brown,Black,,Marvel,1990.0,35.0,1990-02-01,
Charlotte West,Public,Living,Female,Good,,,,,Brown,,DC,1978.0,1.0,1978-02-01,
Charlotte Witter,Secret,Living,Female,Bad,,,,Green,Blond,,Marvel,1999.0,13.0,1999-05-01,
Charlton Grundge,No Dual,Living,Male,Other,,,,,,,Marvel,1975.0,3.0,1975-12-01,
Charm,Secret,Living,Female,Bad,,,,,Auburn,,Marvel,1991.0,5.0,1991-03-01,Weird Sisters
Charm,Secret,Living,Male,Bad,,,,,,,Marvel,1996.0,4.0,1996-04-01,Gene Nation
Charn,,Living,Male,Good,,,,,Black,,Marvel,1979.0,1.0,1979-02-01,
Charnelle,Secret,Living,Female,Good,,,,,,,DC,1995.0,12.0,1995-01-01,
Charon,Secret,Living,Other,Other,,,,,,,DC,1982.0,23.0,1982-08-01,
Charon,,Living,Male,Other,,,,,,,Marvel,1982.0,8.0,1982-01-01,Olympian
Charqwep,,Living,Male,Good,,,,,,,DC,1982.0,7.0,1982-03-01,
Charr,Public,Deceased,Male,Other,,,,Red,Bald,,Marvel,2006.0,2.0,2006-09-01,
Charybdis,Public,Living,Female,Bad,,,,,,,Marvel,1970.0,2.0,1970-09-01,
Charybdis,Secret,Living,Male,Bad,,,,Black,,,DC,1994.0,11.0,1994-08-01,
Chas Parmenter,Public,Living,Male,Bad,,,,,Brown,,DC,1997.0,4.0,1997-08-01,
Chase Lawler,Secret,Deceased,Male,Good,,,,,Brown,,DC,1994.0,16.0,1994-10-01,
Chase Stein,No Dual,Living,Male,Good,,,,Blue,Blond,,Marvel,2003.0,100.0,2003-07-01,
Chaselon,Public,Deceased,Male,Other,,,,White,Black,,DC,1961.0,60.0,1961-12-01,
Chaser Bron,Secret,Deceased,Male,Good,,,,Yellow,Grey,,DC,1993.0,15.0,1993-07-01,
Chastity McBryde,Public,Living,Female,Other,,,,Blue,Blond,,Marvel,1986.0,4.0,1986-12-01,
Chato Santana,Secret,Living,Male,Good,,,,Black,,,DC,2008.0,6.0,2008-11-01,
Chava Prydeman,Secret,Deceased,Female,Other,,,,,,,Marvel,1985.0,1.0,1985-11-01,
Chay-Ara,Public,Living,Female,Good,,,,Brown,Brown,,DC,1940.0,17.0,1940-01-01,
Che,Secret,Living,Male,Good,,,,White,White,,Marvel,1992.0,14.0,1992-10-01,
Cheater,Secret,Living,Male,Bad,,,,,Blond,,DC,2007.0,3.0,2007-09-01,
Cheeks,,Living,Other,Other,,,,Blue,Blond,,DC,1985.0,14.0,1985-06-01,
Cheer Chadwick,No Dual,Living,Female,Bad,,,,,Black,,Marvel,1976.0,7.0,1976-03-01,
Cheesecake,Secret,Living,Female,Other,,,,Green,Black,,Marvel,2007.0,5.0,2007-03-01,LMD
Cheetah,,,Female,Bad,Human,163.0,50.0,Green,Blond,,DC,,,,
Cheetah II,,,Female,Bad,Human,170.0,55.0,Green,Brown,,DC,,,,
Cheetah III,,,Female,Bad,Human,175.0,54.0,Brown,Brown,,DC,,,,
Cheiros,,Living,Male,Other,,,,,Black,,Marvel,1984.0,1.0,1984-12-01,
Chela,Secret,Deceased,Male,Bad,,,,Black,Black,,Marvel,2002.0,1.0,2002-03-01,
Chell-Tek,Public,Living,Male,Other,,,,,,,Marvel,2008.0,1.0,2008-06-01,
Chelwid,Public,Living,Male,Other,,,,Blue,Blue,,Marvel,2001.0,1.0,2001-11-01,
Chemo,Public,Living,Other,Bad,,,,,,,DC,1962.0,58.0,1962-07-01,
Chen Lu,Secret,Living,Male,Bad,,,,Brown,Bald,,Marvel,1963.0,144.0,1963-06-01,
Chen Lu,,Living,Male,Bad,,,,,,,Marvel,1997.0,3.0,1997-06-01,Heroes Reborn
Chen Nuo,Secret,Living,Male,Good,,,,Black,Black,,DC,2006.0,3.0,2006-06-01,
Cheng-Ho,,Living,Other,Other,,,,,,,Marvel,1973.0,,1973-11-01,
Cheops,,Living,Male,Bad,,,,,,,Marvel,1988.0,2.0,1988-11-01,
Cherise,,Living,Female,Other,,,,,Pink,,Marvel,1977.0,1.0,1977-02-01,
Cherniss,Public,Deceased,Male,Good,,,,,,,DC,1985.0,4.0,1985-10-01,
Chernobog,Public,Living,Male,Bad,,,,Red,,,Marvel,2011.0,2.0,2011-03-01,
Cherry,Public,Living,Male,Other,,,,,Brown,,Marvel,2002.0,1.0,2002-01-01,NYPD
Cherry Blossom,Secret,Living,Female,Good,,,,Black,Pink,,Marvel,2010.0,3.0,2010-10-01,
Cherub Whirlwind,Secret,Deceased,Other,Other,,,,Black,Bald,,Marvel,1985.0,4.0,1985-07-01,
Cheryl Colon,,Living,Female,Other,,,,,,,Marvel,1991.0,12.0,1991-08-01,
Cheryl Constantine,Public,Living,Female,Good,,,,Blue,Blond,,DC,1988.0,11.0,1988-04-01,
Cheryl Lansing,,Living,Female,Other,,,,Brown,Blond,,Marvel,1999.0,6.0,1999-11-01,
Chesbro,,Living,Male,Bad,,,,,Bald,,Marvel,1997.0,19.0,1997-01-01,
Cheshire,,Living,Male,Bad,,,,,,,Marvel,1976.0,5.0,1976-11-01,
Chess Roberts,,Living,Female,Other,,,,,,,Marvel,1998.0,1.0,1998-02-01,
Chessure,,Living,Other,Bad,,,,,,,DC,1991.0,5.0,1991-02-01,
Chester Berry,Public,Living,Male,Other,,,,,Black,,Marvel,1948.0,1.0,1948-10-01,
Chester Fenton,Public,Living,Male,Good,,,,,,,Marvel,1968.0,5.0,1968-06-01,
Chester Goudal,,Deceased,Male,Bad,,,,,Red,,Marvel,1991.0,4.0,1991-07-01,
Chester Harrigan,Public,Living,Male,Good,,,,,Auburn,,Marvel,1992.0,1.0,1992-04-01,
Chester Jones,,Deceased,Male,Bad,,,,,,,DC,1956.0,2.0,1956-12-01,
Chester Orsen,Public,Living,Male,Bad,,,,,Black,,Marvel,1940.0,1.0,1940-05-01,
Chester Phillips,Public,Deceased,Male,Good,,,,Brown,Grey,,Marvel,1965.0,34.0,1965-03-01,
Chester Runk,Public,Living,Male,Other,,,,Brown,Black,,DC,1988.0,32.0,1988-02-01,
Chester Williams,Public,Living,Male,Good,,,,Blue,Red,,DC,1985.0,50.0,1985-12-01,
Chet Huntley,Public,Living,Male,Other,,,,,Brown,,Marvel,1967.0,5.0,1967-07-01,
Chet Madden,Public,Living,Male,Bad,,,,Brown,Brown,,Marvel,2001.0,4.0,2001-01-01,
Chetfield Murray,Secret,Living,Male,Good,,,,Blue,Red,,Marvel,2010.0,1.0,2010-07-01,
Cheyenne Freemont,Secret,Living,Female,Good,,,,Brown,Red,,DC,2006.0,7.0,2006-05-01,
Chi Lo,,Living,Female,Other,,,,,Black,,Marvel,1972.0,14.0,1972-09-01,
Chi-Chee,Public,Living,Male,Good,,,,Black,Brown,,Marvel,1999.0,5.0,1999-10-01,
Chiantang,Secret,Deceased,Male,Other,,,,Yellow,Bald,,Marvel,1985.0,8.0,1985-07-01,
Chicken Wings,Secret,Living,Male,Good,,,,,,,Marvel,1990.0,2.0,1990-02-01,
Chidi,Public,Living,Female,Good,,,,,Black,,DC,1994.0,8.0,1994-11-01,
Chief Authier,,Living,Male,Other,,,,,,,Marvel,1997.0,5.0,1997-12-01,
Chief Examiner,Secret,Living,Male,Other,,,,,,,Marvel,1984.0,10.0,1984-08-01,
Chief Horgath,Public,Living,Male,Good,,,,,Black,,DC,1993.0,7.0,1993-06-01,
Chief Justice,Secret,Living,Male,Bad,,,,Blue,Black,,DC,2006.0,5.0,2006-11-01,
Chief Mate,No Dual,Deceased,Male,Other,,,,,Brown,,Marvel,,3.0,,S.S. Recovery
Chief O'Grady,,Living,Male,Good,,,,,Red,,Marvel,1994.0,,1994-10-01,
Chief Wilson,Public,Living,Male,Good,,,,,Black,,Marvel,1953.0,5.0,1953-12-01,
Chien Na Wei,Secret,Living,Female,Bad,,,,,White,,DC,2007.0,5.0,2007-10-01,
Chiga,Public,Living,Male,Bad,,,,,Bald,,Marvel,1955.0,1.0,1955-01-01,
Chikeko Tomomatsu,,Living,Female,Other,,,,Black,Black,,Marvel,2013.0,5.0,2013-05-01,
Child and Flaw,,Living,Male,Bad,,,,,,,DC,1986.0,22.0,1986-06-01,
Chili Storm,Public,Living,Female,Other,,,,Green,Red,,Marvel,1948.0,284.0,1948-10-01,
Chill,Secret,Deceased,Male,Bad,,,,,,,DC,2008.0,7.0,2008-02-01,
Chillblaine I,Secret,Deceased,Male,Bad,,,,,Brown,,DC,1992.0,1.0,1992-01-01,
Chillblaine II,Secret,Living,Male,Bad,,,,,Brown,,DC,1994.0,1.0,1994-03-01,
Chillblaine III,Secret,Living,Male,Bad,,,,Blue,Brown,,DC,1995.0,1.0,1995-01-01,
Chillblaine IV,Secret,Deceased,Male,Bad,,,,,Blond,,DC,1996.0,5.0,1996-04-01,
Chiller,Secret,Living,Male,Bad,,,,Red,,,DC,1986.0,15.0,1986-09-01,
Chilly McHotpants,Secret,Living,Male,Bad,,,,Green,Bald,,Marvel,2008.0,3.0,2008-11-01,
Chilovkyev Machina,Secret,Deceased,Male,Bad,,,,Blue,Red,,Marvel,1990.0,1.0,1990-04-01,
Chimera,Secret,Living,Female,Bad,,,,,Brown,,Marvel,1991.0,1.0,1991-08-01,Femizons
Chimera I,Secret,Living,Male,Bad,,,,,,,DC,1983.0,2.0,1983-10-01,
Chimu,No Dual,Living,Male,Good,,,,,,,Marvel,1974.0,1.0,1974-10-01,
Chin Hsi,Secret,Living,Male,Good,,,,,,,Marvel,2002.0,2.0,2002-01-01,
Chinook,Secret,Deceased,Male,Bad,,,,,Blond,,Marvel,1997.0,3.0,1997-07-01,
Chip Martin,Secret,Living,Male,Other,,,,Blue,Brown,,Marvel,1979.0,10.0,1979-11-01,
Chipper,No Dual,Living,Other,Good,,,,,Brown,,Marvel,2006.0,1.0,2006-09-01,Hurricane
Chips Brant,Public,Living,Male,Bad,,,,,Brown,,Marvel,1941.0,1.0,1941-09-01,
Chiquita Tarantula,Public,Living,Female,Bad,,,,,Brown,,Marvel,1945.0,1.0,1945-07-01,
Chiron,,Living,Male,Other,,,,,,,Marvel,1972.0,2.0,1972-12-01,Inhuman
Chiroptera,,Living,Male,Bad,,,,,,,Marvel,1975.0,1.0,1975-01-01,
Chloe Roberts,,Living,Female,Other,,,,Blue,Blond,,DC,2008.0,6.0,2008-07-01,
Chloe Sullivan,Public,Living,Female,Good,,,,Blue,Blond,,DC,2010.0,5.0,2010-11-01,
Chloe Tran,,Living,Female,Other,,,,,Blond,,Marvel,1989.0,20.0,1989-06-01,
Chlorine,,Living,Other,Bad,,,,,,,Marvel,1979.0,1.0,1979-10-01,Human
Chlorine,,Living,Other,Bad,,,,,Bald,,Marvel,1997.0,1.0,1997-09-01,Element
Chlorino,Secret,Living,Male,Good,,,,,Black,,DC,1989.0,1.0,1989-07-01,
